Id,MSZoning,LotConfig,BldgType,Exterior1st,MSSubClass,LotArea,OverallCond,YearBuilt,YearRemodAdd,BsmtFinSF2,TotalBsmtSF,SalePrice
1344,RL,Corner,1Fam,VinylSd,60,11103,5,2006,2006,0,728,155835
2270,RL,Inside,1Fam,Plywood,20,12299,6,1978,1985,0,1529,
2345,FV,Inside,1Fam,VinylSd,20,8640,5,2007,2007,0,1338,
2851,RL,Corner,1Fam,VinylSd,60,11250,5,1998,1998,0,1054,
2174,RL,CulDSac,1Fam,VinylSd,60,9720,5,2001,2002,0,1357,
1582,RL,Inside,1Fam,CemntBd,20,10389,5,2003,2003,0,1978,
2578,RM,Corner,1Fam,MetalSd,50,11067,4,1939,1950,0,0,
304,RM,Inside,1Fam,CemntBd,75,18386,9,1880,2002,0,1470,295000
1723,RL,Inside,1Fam,VinylSd,20,7328,5,2008,2009,0,1450,
2168,RL,Inside,1Fam,VinylSd,60,8998,5,2000,2000,0,782,
1273,RL,Corner,1Fam,Plywood,80,11512,7,1959,2006,0,1019,177000
575,RL,Inside,1Fam,MetalSd,50,8480,5,1947,1950,0,832,118500
1747,RL,Inside,1Fam,MetalSd,60,10400,7,1967,1997,0,932,
2869,RL,Inside,1Fam,Wd Sdng,20,16012,4,1954,1968,0,954,
2552,RL,Corner,Duplex,AsbShng,90,6882,3,1955,1955,0,0,
1323,RL,Inside,1Fam,VinylSd,30,5330,7,1940,1950,0,420,82500
1569,RL,Inside,1Fam,Wd Sdng,20,11479,7,1950,1987,387,663,
2196,RL,Inside,1Fam,Wd Sdng,30,5142,7,1923,2008,0,949,
2857,RL,FR2,1Fam,VinylSd,20,8772,5,2005,2006,0,1336,
2030,FV,Inside,TwnhsE,VinylSd,120,4538,5,2001,2001,0,1310,
629,RL,Corner,1Fam,Plywood,80,9020,5,1964,1964,336,1248,168500
1033,RL,Inside,1Fam,VinylSd,20,8125,5,2002,2002,0,1654,230000
286,RL,Inside,1Fam,Wd Sdng,50,9786,7,1962,1981,0,912,159000
2147,RL,Corner,1Fam,Wd Sdng,50,8375,7,1941,1973,0,576,
300,RL,Corner,2fmCon,MetalSd,190,15750,5,1953,1953,0,1165,157000
1659,RL,Inside,1Fam,HdBoard,20,10710,7,1966,2004,0,864,
1690,RL,Inside,1Fam,VinylSd,60,8174,5,2003,2003,0,698,
65,RL,Inside,1Fam,VinylSd,60,9591,5,2004,2005,0,1143,317000
2669,RL,Corner,1Fam,VinylSd,60,11631,5,2004,2005,0,1052,
890,RL,Corner,1Fam,MetalSd,50,8064,7,1949,2006,0,672,122900
2874,RH,Corner,2fmCon,Wd Sdng,190,6430,6,1945,1950,0,780,
1616,RM,Inside,TwnhsE,CemntBd,160,1890,6,1972,1972,0,546,
230,RL,Inside,1Fam,MetalSd,20,8760,6,1959,1959,0,1194,148000
503,RL,Inside,1Fam,BrkFace,20,15602,8,1959,1997,0,1501,289000
1125,RL,Inside,1Fam,Plywood,20,10434,5,1955,1955,0,1005,115000
1259,RL,FR2,1Fam,HdBoard,20,9750,8,1969,1969,438,1054,151000
2467,RM,Inside,1Fam,AsbShng,45,5680,4,1901,1950,0,592,
2519,RL,CulDSac,1Fam,VinylSd,60,12352,5,1998,1999,0,853,
1004,RL,Inside,TwnhsE,VinylSd,120,3182,5,2005,2006,0,1346,181000
836,RM,Inside,1Fam,VinylSd,30,8100,6,1948,1973,0,1559,153500
2114,RM,Inside,1Fam,Wd Sdng,50,6000,7,1940,1989,0,981,
374,RL,Inside,1Fam,VinylSd,60,8200,5,2003,2004,0,847,219500
1468,RL,Inside,1Fam,HdBoard,20,10176,5,1990,1990,0,1300,
2050,RL,Inside,1Fam,HdBoard,20,7785,5,1956,1956,0,0,
1765,RL,Corner,1Fam,MetalSd,20,10573,6,1961,1961,0,1453,
2778,RM,Inside,2fmCon,MetalSd,190,7745,6,1900,1950,0,938,
2512,RL,Inside,1Fam,HdBoard,60,8883,5,1988,1988,321,929,
751,RL,Inside,1Fam,VinylSd,60,7750,5,2003,2003,0,660,162000
99,RL,Inside,1Fam,Plywood,20,9320,5,1959,1959,0,950,128950
1609,RL,Inside,1Fam,VinylSd,60,9802,5,2006,2007,0,384,
866,RL,Inside,1Fam,VinylSd,20,10656,5,2006,2007,0,1638,248900
910,RL,Corner,Duplex,MetalSd,90,11600,5,1960,1960,0,1105,154300
1231,RL,Inside,Duplex,Wd Sdng,90,7728,6,1962,1962,0,1106,132500
529,RL,CulDSac,1Fam,Wd Sdng,20,32668,3,1957,1975,0,2035,200624
636,RM,Inside,1Fam,AsbShng,30,6120,3,1936,1950,0,264,60000
185,RM,Inside,1Fam,Wd Sdng,75,22950,9,1892,1993,0,1107,475000
2229,RL,Inside,1Fam,VinylSd,80,9802,5,2006,2007,0,352,
2272,RL,FR2,1Fam,Plywood,20,11850,6,1984,1984,0,1153,
931,RL,Inside,1Fam,VinylSd,20,9100,6,1965,1965,466,925,117500
1288,RL,Inside,TwnhsE,CemntBd,120,5664,5,2000,2000,0,1501,278000
2230,RL,Corner,1Fam,VinylSd,60,12018,5,2008,2008,0,796,
1302,RL,Inside,1Fam,VinylSd,60,10120,5,1994,1994,0,1165,290000
1868,RL,Inside,1Fam,VinylSd,20,6762,5,2007,2007,0,1282,
607,RL,Inside,1Fam,MetalSd,20,7800,8,1948,2002,0,896,225000
1251,RL,Corner,TwnhsE,VinylSd,120,3136,5,2003,2003,0,1405,171750
151,RL,Inside,1Fam,VinylSd,20,13891,5,2007,2008,0,1710,372402
2382,RL,Inside,1Fam,VinylSd,20,9547,6,1993,1993,0,1594,
2124,RM,Inside,1Fam,Wd Sdng,70,6120,5,1923,1950,0,1100,
731,RL,Corner,1Fam,VinylSd,80,9590,5,2003,2003,0,868,187500
1533,RM,Corner,1Fam,MetalSd,45,6900,7,1938,2000,0,827,
2644,RM,Inside,Twnhs,HdBoard,160,1890,7,1972,1972,0,494,
2656,RL,Inside,1Fam,MetalSd,60,9942,5,2005,2006,0,1606,
23,RM,Inside,TwnhsE,CemntBd,120,4224,7,1976,1976,0,1040,129900
1550,RM,Inside,1Fam,Wd Sdng,30,6120,5,1923,1950,0,1124,
158,FV,Corner,1Fam,VinylSd,60,12552,5,2004,2005,0,991,254900
861,RL,Inside,2fmCon,Plywood,190,11625,4,1965,1965,0,1039,131500
902,RL,Inside,1Fam,VinylSd,60,7875,5,2003,2003,0,783,180000
2720,RL,Corner,1Fam,MetalSd,20,9600,5,1968,1968,0,1051,
2189,RL,Corner,Duplex,AsbShng,90,6012,5,1955,1955,0,0,
444,RL,Inside,1Fam,VinylSd,60,8750,5,1994,1995,0,915,210000
2860,RL,Inside,1Fam,HdBoard,20,16133,4,1969,1969,0,1176,
1929,RL,Inside,1Fam,HdBoard,80,7706,5,1993,1996,270,384,
923,RL,Inside,TwnhsE,Plywood,120,8012,5,1993,1994,841,1604,193000
2891,C (all),Inside,1Fam,Wd Sdng,30,12366,5,1945,1950,0,0,
2032,FV,Inside,TwnhsE,VinylSd,120,4109,5,1999,2000,0,1557,
311,RL,Inside,1Fam,VinylSd,20,8000,6,1948,2002,0,972,132000
548,RM,Inside,1Fam,MetalSd,20,8235,7,1955,1995,645,825,125000
1818,RM,Inside,1Fam,Stucco,70,3600,7,1917,2007,0,624,
1360,RL,Inside,1Fam,MetalSd,70,9842,6,1921,1998,0,612,189000
306,RL,Inside,1Fam,HdBoard,60,13474,5,1990,1991,0,700,225000
287,RL,Corner,1Fam,HdBoard,20,8125,4,1971,1971,0,858,88000
694,RM,Corner,1Fam,Wd Sdng,50,6120,6,1936,1950,0,927,141500
308,RL,Inside,1Fam,VinylSd,30,12342,5,1940,1950,0,861,82500
2658,RL,Inside,1Fam,VinylSd,60,10672,5,2006,2006,0,1054,
749,RL,Inside,1Fam,WdShing,50,8405,3,1945,1950,0,0,98000
2657,RL,Corner,1Fam,CemntBd,60,12867,5,2005,2006,0,1209,
908,RL,Inside,1Fam,HdBoard,20,8885,5,1983,1983,324,864,131000
2654,RL,Corner,1Fam,VinylSd,20,14780,5,2005,2005,0,1868,
2315,RL,Inside,1Fam,VinylSd,60,9729,5,2006,2007,0,698,
1195,RL,Inside,1Fam,VinylSd,60,8029,5,2005,2005,0,728,176000
2426,RL,Inside,1Fam,Wd Sdng,70,10800,9,1895,1999,0,736,
970,RL,Inside,1Fam,AsbShng,50,10800,4,1949,1950,0,720,135000
13,RL,Inside,1Fam,VinylSd,20,10652,5,2006,2007,0,1494,279500
873,RL,Inside,1Fam,HdBoard,40,12144,7,1949,1950,0,832,133000
808,RL,Inside,1Fam,VinylSd,80,13400,5,1966,1966,128,1024,159950
514,RL,Inside,1Fam,Wd Sdng,45,10594,5,1926,1950,0,768,96500
2347,FV,Inside,1Fam,VinylSd,60,8640,5,2007,2007,0,896,
409,FV,Inside,1Fam,VinylSd,60,10800,5,2007,2008,0,1034,339750
1271,RL,Inside,1Fam,BrkFace,20,9156,7,1968,1968,0,1489,185750
2195,RL,Inside,1Fam,Wd Sdng,80,7692,6,1954,1954,0,416,
1283,RL,Corner,Duplex,MetalSd,90,9400,5,1971,1971,0,912,139000
2813,RL,Inside,Duplex,Plywood,90,8235,4,1977,1977,0,1949,
1261,RL,Inside,1Fam,MetalSd,20,9600,6,1956,1956,0,1050,128900
1350,RL,Inside,Duplex,MetalSd,90,11643,5,1969,1969,0,1248,200000
382,RL,Inside,1Fam,VinylSd,60,9245,5,2006,2006,0,939,213500
2493,RL,Inside,1Fam,MetalSd,20,22692,5,1953,1953,0,1073,
2126,RM,Inside,2fmCon,Wd Sdng,60,8094,8,1910,1983,0,1242,
1236,RL,Inside,Twnhs,VinylSd,160,2628,5,2003,2003,0,764,175500
1263,RL,Inside,1Fam,Wd Sdng,70,13515,6,1919,1950,0,764,180500
552,RL,Inside,1Fam,VinylSd,20,11146,5,2006,2006,0,1709,255500
222,RL,Inside,1Fam,VinylSd,60,11475,6,1975,1975,0,713,179900
1096,RM,Inside,1Fam,Wd Sdng,70,6882,7,1914,2006,0,684,127000
2527,RL,Corner,1Fam,HdBoard,20,9675,6,1975,1975,432,864,
8,RM,Inside,1Fam,BrkFace,50,6120,5,1931,1950,0,952,129900
1869,RL,Corner,1Fam,VinylSd,20,10324,5,2008,2008,0,1254,
316,RL,Corner,1Fam,CemntBd,60,13005,7,1980,1980,0,845,260000
427,RL,Inside,1Fam,MetalSd,20,8593,6,1957,1957,0,907,109008
2538,RL,FR2,1Fam,VinylSd,20,8769,5,2005,2005,0,1169,
105,FV,Inside,1Fam,VinylSd,60,9375,5,2003,2004,0,1053,250000
1450,RL,FR2,Duplex,VinylSd,90,9000,5,1974,1974,0,896,136000
2479,RL,Inside,1Fam,HdBoard,80,14149,8,1964,2001,722,980,
121,RM,Inside,1Fam,AsbShng,50,6060,5,1939,1950,0,732,100000
2306,RL,Inside,TwnhsE,VinylSd,120,6289,5,2005,2006,0,1362,
2788,RM,Corner,1Fam,Wd Sdng,75,6300,6,1910,2005,0,1226,
2596,RL,Inside,1Fam,VinylSd,20,7777,5,1996,1996,0,1491,
2529,RL,Inside,1Fam,Plywood,20,7200,8,1972,2006,0,385,
2841,RL,Corner,1Fam,VinylSd,60,13426,5,1999,2000,0,951,
115,FV,Corner,TwnhsE,MetalSd,160,3230,5,1999,1999,0,729,176000
1580,RL,FR2,1Fam,CemntBd,20,15240,8,1977,2004,688,1026,
1938,RL,Corner,1Fam,CemntBd,120,6264,5,1997,1997,0,1664,
2443,RM,Corner,1Fam,Stucco,50,9000,8,1900,2006,0,680,
2723,RL,Inside,1Fam,HdBoard,85,8400,6,1968,1968,0,833,
2870,RL,Inside,1Fam,Wd Sdng,50,8248,4,1922,1950,0,864,
1494,RL,Inside,1Fam,HdBoard,60,11134,5,1992,1993,0,1390,
2381,RL,Corner,1Fam,Wd Sdng,20,11358,7,1972,1987,0,1124,
672,RL,Inside,1Fam,Plywood,20,11250,6,1977,1977,0,1208,165000
1336,RL,Inside,Duplex,Plywood,90,9246,5,1973,1973,0,1656,135000
2246,RM,Inside,Twnhs,CemntBd,160,1477,9,1970,2007,0,546,
591,RL,Corner,1Fam,CemntBd,60,13478,5,2008,2008,0,1722,451950
2597,RL,Inside,1Fam,VinylSd,60,11800,5,2003,2004,0,1122,
888,RL,Inside,1Fam,Wd Sdng,20,15865,6,1970,1970,823,2217,268000
1637,RL,Inside,1Fam,HdBoard,60,13250,6,1978,1978,0,832,
1362,RL,FR2,1Fam,VinylSd,50,12513,4,1920,2007,0,715,104900
1731,RL,Corner,1Fam,MetalSd,20,8499,6,1961,1961,0,864,
213,RL,CulDSac,1Fam,VinylSd,20,13568,5,1995,1995,0,990,156000
1876,RL,Inside,1Fam,VinylSd,20,10739,5,2002,2001,0,1431,
1556,RL,Inside,2fmCon,Wd Sdng,190,9900,4,1915,1950,0,1212,
800,RL,Inside,1Fam,VinylSd,60,12798,5,1997,1997,0,616,200000
2412,RL,Inside,1Fam,MetalSd,20,10050,5,1955,1955,0,1216,
1422,RM,Inside,TwnhsE,VinylSd,120,4435,5,2003,2003,0,848,136500
2218,C (all),Corner,1Fam,Plywood,50,5150,7,1910,2000,0,356,
2589,RL,Inside,TwnhsE,VinylSd,120,4054,6,1987,1987,0,1501,
2638,RL,Inside,1Fam,Plywood,80,10530,6,1975,2000,0,675,
273,RL,Inside,1Fam,Wd Sdng,20,9600,6,1958,1988,620,1240,139000
71,RL,Corner,1Fam,HdBoard,20,7599,6,1982,2006,0,845,129500
1670,RL,Corner,1Fam,VinylSd,20,12878,5,2003,2004,0,1760,
1087,FV,Inside,1Fam,VinylSd,60,10574,5,2005,2006,0,1082,252000
394,RL,Inside,1Fam,MetalSd,50,10134,6,1940,1950,0,735,109000
583,RM,Inside,1Fam,Wd Sdng,75,13500,9,1893,2000,0,1237,325000
2562,RL,Inside,1Fam,Wd Sdng,70,7155,8,1926,1991,0,686,
2029,FV,Inside,TwnhsE,MetalSd,120,4765,5,2000,2000,0,1614,
500,RM,Inside,Twnhs,HdBoard,160,1890,5,1973,1973,0,672,113000
1883,RL,Corner,1Fam,VinylSd,60,11250,5,2001,2001,0,944,
2159,RL,Inside,1Fam,VinylSd,60,10616,5,2007,2007,0,628,
2899,RL,Corner,1Fam,Plywood,80,11080,6,1975,1975,0,1128,
2667,RL,Inside,1Fam,VinylSd,60,10237,5,2006,2006,0,738,
1487,RL,Inside,1Fam,VinylSd,20,8987,5,2005,2006,0,1595,
1626,RL,Corner,1Fam,VinylSd,60,10179,5,1997,1997,0,945,
205,RL,Corner,1Fam,HdBoard,20,11851,5,1990,1990,0,1424,180500
733,RL,Corner,1Fam,HdBoard,20,10000,6,1961,1983,0,864,131400
1419,RL,Inside,1Fam,Plywood,20,16381,5,1969,1969,0,1844,223000
526,RL,Inside,1Fam,Wd Sdng,20,13300,7,1956,2000,0,928,132000
2744,RL,Inside,1Fam,Wd Sdng,20,8092,8,1954,2000,0,1050,
898,RL,Inside,1Fam,VinylSd,20,12919,5,2009,2010,0,2330,611657
377,FV,Corner,1Fam,CemntBd,60,11143,5,2004,2005,0,1580,340000
1612,RL,Inside,1Fam,VinylSd,20,11875,5,1999,1999,0,1344,
2609,RL,Inside,1Fam,Wd Sdng,85,6723,7,1971,1971,0,796,
1894,RL,Inside,1Fam,HdBoard,20,11767,5,1956,1956,0,1150,
386,RL,FR2,1Fam,Wd Sdng,50,8410,3,1910,1996,0,658,81000
198,RM,Corner,1Fam,Wd Sdng,75,5520,6,1912,1950,0,755,104000
1050,RL,Inside,1Fam,VinylSd,20,8993,5,2007,2007,0,1302,176485
590,RL,Inside,1Fam,VinylSd,60,8320,5,2004,2004,0,770,185900
519,RL,Inside,1Fam,MetalSd,70,10918,9,1926,2004,0,1276,234000
1904,RL,Inside,1Fam,HdBoard,20,13339,6,1960,1960,875,1561,
429,RL,Corner,1Fam,HdBoard,20,11457,5,1988,1988,0,1392,175000
1083,RL,Inside,1Fam,HdBoard,20,8800,6,1964,1964,0,1251,160000
207,RL,Inside,1Fam,Wd Sdng,20,12493,5,1960,1960,306,1100,141000
491,RL,Inside,1Fam,Wd Sdng,50,9490,7,1941,1950,165,806,133000
2834,RL,Inside,1Fam,VinylSd,20,9316,5,2005,2005,0,1614,
792,RL,CulDSac,1Fam,MetalSd,60,9920,5,1996,1997,0,1117,269790
2670,RL,Inside,1Fam,VinylSd,60,9073,5,2006,2006,0,738,
1186,RL,Corner,2fmCon,HdBoard,190,10615,5,1900,1970,0,978,95000
1185,RL,Inside,1Fam,AsbShng,50,9738,7,1924,1950,0,784,104900
2760,RL,Inside,1Fam,HdBoard,80,10184,5,1963,1963,0,1083,
1368,RM,Inside,TwnhsE,VinylSd,120,4435,5,2003,2004,0,848,144000
83,RL,Inside,1Fam,MetalSd,20,8892,5,1960,1960,0,1065,126500
2304,RL,Inside,Twnhs,VinylSd,120,3901,5,2005,2006,0,1302,
2162,RL,Inside,1Fam,VinylSd,20,11778,5,2008,2008,0,1751,
20,RL,Corner,1Fam,VinylSd,60,14215,5,2005,2006,0,1158,325300
1957,RL,FR3,1Fam,VinylSd,60,14311,5,1996,1996,0,1236,
1558,C (all),Inside,1Fam,Wd Sdng,70,6449,1,1907,1950,0,707,
1812,RM,Inside,1Fam,Wd Sdng,50,6000,7,1950,1970,0,768,
2620,RL,Inside,1Fam,HdBoard,60,13041,5,1995,1995,0,781,
1811,RM,Inside,1Fam,MetalSd,50,10134,5,1910,1950,0,801,
973,FV,Corner,1Fam,CemntBd,20,11639,5,2007,2008,0,1428,182000
2715,FV,FR2,TwnhsE,VinylSd,160,4447,5,2003,2003,0,530,
883,RL,Inside,1Fam,Wd Sdng,75,6204,5,1912,1950,0,795,118500
1098,RM,Inside,1Fam,MetalSd,50,6000,6,1936,1950,0,672,128000
1987,RL,Inside,1Fam,VinylSd,60,9024,5,2004,2004,0,789,
2211,RM,Inside,1Fam,VinylSd,50,6000,8,1940,2006,0,720,
886,RL,Corner,Duplex,MetalSd,90,8393,5,1959,2005,0,1626,145000
2184,RL,Inside,1Fam,HdBoard,85,12102,5,1976,1976,0,456,
2410,RL,Inside,1Fam,Wd Sdng,20,9770,5,1957,1957,0,922,
1399,RL,Inside,1Fam,WdShing,50,6171,6,1925,1990,0,976,137450
2466,RM,Corner,1Fam,Wd Sdng,70,5700,6,1929,1990,0,672,
1375,RL,Inside,1Fam,VinylSd,20,10991,5,2007,2007,0,1571,239000
2576,RM,Inside,1Fam,Wd Sdng,70,9060,6,1923,1999,0,859,
458,RM,Inside,1Fam,Stucco,70,5100,7,1925,1996,0,588,161000
1767,RL,Inside,1Fam,Wd Sdng,20,8760,7,1956,1956,0,1169,
78,RL,Inside,Duplex,HdBoard,90,10778,5,1968,1968,0,1768,136500
2836,RL,Inside,1Fam,Plywood,20,12000,5,1968,1968,0,1388,
1056,RL,Inside,TwnhsE,VinylSd,120,7052,5,2005,2005,0,1364,185850
906,RL,Corner,1Fam,VinylSd,20,13501,5,2006,2006,0,1623,255000
1463,RL,Inside,1Fam,VinylSd,60,9978,6,1998,1998,0,926,
2227,RL,Inside,1Fam,VinylSd,20,11563,5,2006,2007,0,1518,
2623,RL,CulDSac,1Fam,VinylSd,60,13751,5,2005,2006,0,1700,
380,RL,Inside,1Fam,BrkFace,50,5000,6,1924,1950,0,1026,127000
2290,RL,Inside,1Fam,VinylSd,60,13440,5,2006,2007,0,1108,
1598,RM,Inside,TwnhsE,HdBoard,120,3907,6,1989,1989,0,982,
1831,RM,Inside,Duplex,MetalSd,90,3000,1,1922,1950,0,1040,
715,RL,Inside,1Fam,HdBoard,20,10140,5,1974,1974,0,1064,165000
1788,RL,Inside,1Fam,Wd Sdng,30,10800,7,1920,1950,0,720,
686,FV,Inside,1Fam,VinylSd,60,10207,6,2007,2007,0,874,227875
2494,RL,Inside,1Fam,Wd Sdng,20,17808,5,1946,1950,0,484,
305,RL,Inside,1Fam,CemntBd,20,10386,5,2004,2005,0,2000,305900
209,RL,Inside,1Fam,HdBoard,20,8250,7,1964,1964,0,1092,145000
2372,FV,Inside,1Fam,CemntBd,60,8010,5,2003,2004,0,1054,
2157,RL,CulDSac,1Fam,VinylSd,60,14171,5,1993,1994,0,812,
2895,RM,Inside,TwnhsE,CemntBd,120,3842,5,2004,2005,0,1594,
1506,RL,Inside,1Fam,MetalSd,60,10791,5,1993,1993,0,1280,
885,FV,CulDSac,TwnhsE,MetalSd,120,5119,5,1999,2000,0,1698,328900
2112,RM,Inside,1Fam,Wd Sdng,50,5000,7,1941,2006,0,672,
2167,RL,Corner,1Fam,VinylSd,60,13142,5,1997,1997,0,864,
1554,RL,Inside,1Fam,HdBoard,20,15263,5,1959,1959,0,1422,
2008,RL,Inside,1Fam,VinylSd,60,10110,5,2003,2003,555,835,
191,RL,CulDSac,1Fam,HdBoard,60,7472,9,1972,2004,0,725,184000
2469,RM,Corner,1Fam,HdBoard,80,13200,6,1963,1963,0,741,
1265,FV,FR3,TwnhsE,MetalSd,160,3735,5,1999,1999,0,691,183900
483,RM,FR2,Twnhs,VinylSd,120,4500,5,1998,1998,0,1216,164000
915,RM,Inside,Twnhs,CemntBd,160,2001,5,1970,1970,0,546,75000
2528,RL,Inside,1Fam,VinylSd,20,7200,5,1972,2000,0,864,
277,RL,Corner,1Fam,VinylSd,20,19138,5,1951,1951,0,864,141000
988,RL,Inside,1Fam,Plywood,60,12046,6,1976,1976,0,848,195000
2379,RL,Inside,1Fam,HdBoard,85,8723,6,1969,1969,0,973,
1769,RL,Inside,1Fam,MetalSd,20,9240,8,1959,1998,0,988,
1562,RL,Inside,1Fam,HdBoard,20,7832,5,1968,1968,0,864,
571,RL,Inside,1Fam,WdShing,20,7332,6,1959,1959,0,864,120000
993,RL,Inside,1Fam,VinylSd,60,8846,5,2005,2006,0,750,173900
1309,RL,Inside,1Fam,HdBoard,20,7153,5,1991,1991,0,1278,179200
1925,RL,Inside,1Fam,CemntBd,20,12633,5,2007,2007,0,1978,
585,RL,Inside,1Fam,VinylSd,20,11443,5,2005,2006,0,1868,369900
1980,RL,Inside,TwnhsE,MetalSd,120,8232,5,2007,2008,0,1800,
2912,RM,Inside,Twnhs,CemntBd,160,1533,5,1970,1970,0,546,
2574,RM,Corner,1Fam,Wd Sdng,50,7000,7,1940,1950,0,720,
674,RL,Inside,1Fam,HdBoard,20,9200,6,1965,1965,0,1136,140000
2849,RL,Inside,1Fam,VinylSd,60,10566,5,1999,1999,0,1090,
855,RL,Corner,1Fam,HdBoard,20,6897,8,1962,2010,0,1040,127000
447,RL,Corner,1Fam,VinylSd,60,11214,5,1998,1999,0,930,199900
1624,RL,Inside,1Fam,MetalSd,20,13008,5,1956,1956,0,882,
1691,RL,Corner,1Fam,VinylSd,60,12891,5,2002,2002,0,870,
1512,RL,Inside,1Fam,HdBoard,80,10600,5,1964,1964,0,533,
2194,RL,Inside,1Fam,MetalSd,20,9520,5,1953,1953,0,911,
2602,RM,Inside,Twnhs,CemntBd,180,1533,5,1970,1970,0,530,
2320,RL,Inside,TwnhsE,VinylSd,120,3621,5,2003,2003,0,1406,
1602,C (all),Corner,1Fam,Wd Sdng,30,8712,7,1896,1950,0,756,
2681,RL,Inside,1Fam,VinylSd,60,10019,5,1995,1995,0,1342,
1247,RL,Inside,1Fam,HdBoard,80,12328,5,1976,1976,0,1012,169900
294,RL,Inside,1Fam,HdBoard,20,9600,5,1953,1953,0,1416,167000
588,RL,Inside,1Fam,Wd Sdng,20,25095,8,1968,2003,0,1437,143000
1281,RL,CulDSac,1Fam,HdBoard,20,8049,5,1990,1990,0,1309,180000
2671,RL,Inside,TwnhsE,VinylSd,120,3087,5,2006,2006,0,1220,
1703,RL,Inside,1Fam,VinylSd,20,10130,5,2007,2007,0,1702,
2332,RL,Inside,1Fam,VinylSd,60,11002,5,1998,1999,0,1389,
2188,RL,Inside,1Fam,Plywood,20,47007,7,1959,1996,0,0,
425,RM,Inside,1Fam,HdBoard,60,3378,8,1946,1992,0,651,135000
534,RL,Inside,1Fam,VinylSd,60,9056,5,2004,2004,0,707,178000
1054,RL,Corner,1Fam,VinylSd,60,11367,5,2002,2002,0,1065,255000
1742,FV,FR2,TwnhsE,MetalSd,160,3768,5,1999,1999,0,691,
2436,RL,Inside,1Fam,Wd Sdng,20,6600,5,1962,1962,442,864,
1330,RL,Inside,1Fam,VinylSd,20,10000,5,2006,2006,0,1588,227000
132,RL,Corner,1Fam,MetalSd,20,7388,6,1959,2002,0,1063,150750
1716,RL,Inside,1Fam,VinylSd,20,7500,5,2006,2006,0,1141,
2636,RL,Inside,1Fam,VinylSd,85,9927,5,1976,1976,0,1047,
2004,RL,Corner,1Fam,VinylSd,20,10037,5,2006,2007,0,1460,
2585,RL,CulDSac,1Fam,VinylSd,20,12864,5,2002,2002,0,1409,
1896,RH,Corner,1Fam,MetalSd,50,6300,4,1938,1950,0,832,
1476,RL,Corner,1Fam,VinylSd,20,12883,5,2009,2010,0,1544,
556,RL,Inside,1Fam,Wd Sdng,20,14850,5,1957,1957,0,1092,141000
1911,RL,Inside,1Fam,BrkFace,20,17597,9,1971,2009,419,1803,
1413,RL,Corner,1Fam,VinylSd,20,10994,5,2005,2006,0,1844,257000
2606,RL,Corner,1Fam,HdBoard,80,15957,6,1977,1977,0,1244,
570,RL,Inside,Duplex,HdBoard,90,13101,5,1965,1965,0,1728,142600
352,RL,Inside,1Fam,VinylSd,50,9084,6,1941,1950,380,616,95000
91,RL,Inside,1Fam,HdBoard,20,8500,3,1961,1961,0,1235,98600
2827,RL,Inside,1Fam,HdBoard,60,12128,4,1989,1989,0,868,
2465,RL,Inside,1Fam,HdBoard,50,8550,5,1926,1950,0,750,
1170,RL,Inside,1Fam,Plywood,80,9880,6,1977,1977,0,1096,171000
1392,RL,Inside,1Fam,HdBoard,85,7838,5,1967,1967,0,864,123000
1285,RM,Inside,1Fam,MetalSd,50,6000,6,1939,1950,0,780,132500
1588,RL,Inside,1Fam,VinylSd,50,11792,5,1948,1950,0,744,
2307,RL,Inside,Twnhs,VinylSd,120,4590,5,2006,2006,0,1554,
1351,RL,Inside,1Fam,HdBoard,60,9247,6,1962,1962,0,858,171000
697,RL,Inside,1Fam,Wd Sdng,20,6420,7,1952,1952,551,980,123500
2438,RM,Inside,1Fam,MetalSd,30,6978,7,1926,1980,0,850,
348,RL,Inside,Twnhs,VinylSd,160,2448,5,2003,2004,0,764,154000
2115,RM,Inside,1Fam,Wd Sdng,30,6000,7,1924,2003,0,949,
2281,RH,FR2,TwnhsE,MetalSd,120,10943,5,1997,1998,0,1405,
2365,FV,Inside,TwnhsE,VinylSd,120,3523,5,2006,2007,0,1141,
2107,RM,Inside,1Fam,MetalSd,20,9750,6,1959,1959,0,984,
1137,RL,Inside,1Fam,VinylSd,50,6342,8,1875,1996,0,780,94000
1677,RL,Inside,1Fam,CemntBd,20,14836,5,2004,2005,0,2492,
1356,RL,Corner,1Fam,HdBoard,20,9477,5,1966,1966,0,864,110000
2762,RL,Inside,1Fam,HdBoard,20,10800,6,1961,1992,0,1313,
2746,RL,Corner,1Fam,Wd Sdng,20,10170,6,1951,1951,0,216,
1339,RL,Corner,1Fam,MetalSd,20,9560,7,1972,1972,0,864,128500
2422,RL,Inside,1Fam,VinylSd,50,14190,7,1890,2006,0,925,
453,FV,Inside,1Fam,VinylSd,60,9000,5,2008,2008,0,768,210000
913,RH,Inside,Duplex,MetalSd,90,6270,6,1949,1950,0,1001,145000
1199,RL,Inside,1Fam,HdBoard,20,11235,5,1963,1979,0,1051,148000
1274,RL,Corner,1Fam,Wd Sdng,50,5362,6,1910,2003,0,661,139000
1744,RL,Inside,1Fam,BrkFace,20,15417,5,1981,1981,0,1740,
37,RL,Inside,1Fam,Wd Sdng,20,8532,6,1954,1990,0,1297,153000
